case,cohort,resenc_raw,resenc_liv,resenc_out,umamba_raw,umamba_liv,umamba_out,swin_raw,swin_liv,swin_out
BLITS_004,lits,0.8155500474770061,0.8211366473196028,0.011626520606544566,0.7922671654642571,0.8010152898245461,0.01829291628413987,0.6963291644894991,0.7551697549933027,0.12130843827097859
BLITS_005,lits,0.37006319860891745,0.3701066719810361,0.0005696151029376262,0.35000278347557606,0.5076276436675419,0.5219969584896831,0.39532099777007695,0.4939979399031902,0.3182024732523958
BLITS_006,lits,0.8617269006267888,0.8850234420270768,0.05160174553059704,0.8531944632309842,0.8532810263000665,0.00021971583418778362,0.18370990019023792,0.25916485401795286,0.32483366527589996
BLITS_007,lits,0.8441047213931517,0.8716993495777109,0.05706599447133465,0.6668271734751035,0.8953114795194712,0.4066152581516421,0.5255816764368163,0.5497240886708848,0.08102984958130299
BLITS_008,lits,0.0,0.0,0.0,0.0,0.0,0.0,8.580773127658802e-05,8.580773127658802e-05,0.0
BLITS_009,lits,0.5316299559471366,0.5316299559471366,0.0,0.49469806898091306,0.49469806898091306,0.0,0.39329594858547035,0.46826706676669166,0.2562008469449486
BLITS_010,lits,0.4402107783239773,0.45387578688093105,0.041022449202820166,0.40779956144182467,0.408940971032679,0.004327754573408948,0.38283091122843954,0.39099828306119777,0.029358976860070718
BLITS_011,lits,0.005504511782667634,0.005504511782667634,0.0,0.057352804637035265,0.057352804637035265,0.0,0.012444334103992427,0.0147787336111768,0.1946058752309947
BLITS_012,lits,0.16548966221390282,0.2683313789059805,0.6952998379254457,0.0,0.0,0.0,0.012447618531227488,0.027187061192035053,0.5652424965576835
BLITS_013,lits,0.6569011320614997,0.6571657429657513,0.0009491599389046534,0.6534398076093229,0.6540708961018792,0.002431544091592186,0.5497334421977811,0.5937271902035977,0.12926721248683326
BLITS_014,lits,0.12736111111111112,0.17036692986530422,0.5119718309859155,0.24444897127724588,0.24444897127724588,0.0,0.02772401229648184,0.0586069124867623,0.5497980517937753
BLITS_015,lits,0.0,0.0,0.0,0.0,0.0,0.0,0.04526644709061735,0.1386445938954992,0.74812382739212
BLITS_016,lits,0.3436256769590103,0.3466687381858671,0.031459847300156385,0.5871185866741446,0.6055707752589472,0.054988494333101046,0.3002864366870657,0.4152113059601376,0.3661510993958016
BLITS_017,lits,0.04403961004461571,0.04403961004461571,0.0,0.00014725685030686692,0.00014725685030686692,0.0,0.1613316124171381,0.18967248386325603,0.4319080351673916
BLITS_018,lits,0.47700798049552673,0.48185887275280015,0.014359539785511966,0.5024153271602795,0.5249878941683092,0.06328046161173595,0.3594612995978396,0.37271147659650455,0.04487660171201047
BLITS_019,lits,0.8641895693284085,0.8648675113861315,0.0014679334620117945,0.8468179054534792,0.8481720504412367,0.0029124361614052408,0.7632207195085383,0.7677995287556694,0.009986014751299122
BLITS_020,lits,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.41413031667652633
BLITS_021,lits,0.003506945527205214,0.2403419365444682,0.9979303107448938,2.7925979399004998e-06,0.00038226299694189603,0.9999985934273674,0.0003034655768880617,0.016115169746454664,0.9916635825125394
BLITS_022,lits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421173303354831
BLITS_023,lits,0.761900029194904,0.7621604155792508,0.000677473393772221,0.7356226776230675,0.7356922149815964,0.00017882289827209075,0.28015786893931455,0.6889339436629531,0.7666979073615768
BLITS_024,lits,0.6656276985972369,0.6724691731980361,0.015808195512073908,0.682376029327493,0.6836360890949729,0.0028725648039853446,0.48912976782429124,0.6037350797856226,0.25468046508286235
BLITS_025,lits,0.8327407068543664,0.8335784857904085,0.002008838891120912,0.7876449540888908,0.7884947350250302,0.0022358026531524855,0.5985152176493685,0.716413995125097,0.24531409514734903
BLITS_026,lits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9746852207475238
BLITS_027,lits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8676306307723776
BLITS_028,lits,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7503313125616805
BLITS_029,lits,0.753945919491007,0.754837369578764,0.0020876286842061997,0.7133635872147316,0.7145175957390074,0.0029144032617666182,0.2635452045198622,0.3036291865378464,0.15497673873619566
BLITS_030,lits,0.8283218869695207,0.830040110537671,0.003747484386542488,0.7410727330429268,0.7430792078484882,0.004667472617939095,0.5051834015090897,0.5100579077933005,0.013377955830427557
BLITS_031,lits,0.27213603168259276,0.27213603168259276,0.0,0.0,0.0,1.0,0.014110551267095237,0.019492876613691302,0.2979833322730454
BLITS_032,lits,0.8626097926835244,0.8755857009516764,0.027195558036724687,0.8606149698273934,0.8677734902271254,0.016474789867521378,0.798725474650532,0.8148709706971871,0.03682162968311964
BLITS_033,lits,0.0,0.0,1.0,0.6447731260967661,0.6447731260967661,0.0,0.03192375109553024,0.06824355971896956,0.5478864979473993
BLITS_034,lits,0.0,0.0,0.0,0.0,0.0,0.9276875483372004,0.0,0.0,0.23737221888153937
BLITS_035,lits,0.7191927681910185,0.7194789344024058,0.0006629190595484058,0.7417632269580222,0.7423108418296993,0.0012203461154068895,0.6564669416313687,0.6689494178133979,0.028534472121484633
BLITS_036,lits,0.5756239916972369,0.7230741429161504,0.3327408997166379,0.5610534222968494,0.7499468424409951,0.377601717033877,0.25000482024348014,0.416468064058174,0.46764449778251005
BLITS_037,lits,0.5416458354164584,0.5416458354164584,0.0,0.6302638476323607,0.6320308393201332,0.005046522630499872,0.24109447599380485,0.24115672605215596,0.00032376967523406464
BLITS_038,lits,0.2889552909879446,0.2889552909879446,0.0,0.23690213291892728,0.23690213291892728,0.0,0.06307384436620768,0.06659710898709688,0.055455212654656694
BLITS_039,lits,0.12406947890818859,0.14748295752490823,0.7190309690309691,0.0,0.0,0.0,0.0,0.0,0.8255020959769755
BLITS_040,lits,0.4180522565320665,0.4180522565320665,0.0,0.0,0.0,0.0,0.002346248079398696,0.005723112765580288,0.5951963304865979
BLITS_041,lits,0.07194137050267033,0.6732853060252441,0.9478253678114942,0.06579630384183881,0.5262813262694208,0.9382988232383491,0.0816878304915695,0.3205693259471918,0.8053769451948926
BLITS_042,lits,0.3316407489685814,0.33845544839499064,0.024146826235886154,0.33213505321773457,0.33601340630738236,0.01384075733243173,0.2791364157432174,0.3202191780821918,0.15094410310205308
BLITS_043,lits,0.19654636992424598,0.19675930287329252,0.0018149966067454448,0.3715238466440233,0.3988787927094957,0.09336073374714693,0.1362260941039291,0.3270853030539466,0.6356454363538306
BLITS_044,lits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5787744438286755
BLITS_045,lits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17951318458417853
BLITS_046,lits,0.6277803960707123,0.6298758495359424,0.0063825260619814195,0.6788134007112109,0.6792774401378445,0.0013260431236490344,0.19833102882831555,0.19920580086398817,0.006861212437033193
BLITS_047,lits,0.636448705767182,0.6383925025812088,0.004598413384318101,0.6607060493170126,0.6615411366785144,0.0019438022612515704,0.46854760356257485,0.5081511194962913,0.11110607352061075
BLITS_048,lits,0.7037775827371295,0.7064854313633586,0.010449312375627406,0.743951426724536,0.7478706862540323,0.01373053077272035,0.7166800879330301,0.7330667161056228,0.05021083549015615
BLITS_049,lits,0.0,0.0,0.0,0.0,0.0,0.0,0.0021620205064369247,0.0023443327531701775,0.14418463407227455
BLITS_050,lits,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8894547280702443
BLITS_051,lits,0.0,0.0,0.0,0.0,0.0,0.0,0.017301420041146067,0.019543604684116853,0.13387514199056127
BLITS_052,lits,0.16839309428950863,0.16839309428950863,0.0,0.0,0.0,0.0,0.06419103954430934,0.06429668641650209,0.006268282490597521
BLITS_053,lits,0.3944713027478549,0.39453203758216054,0.0007571592107517011,0.5418740179736796,0.5419893664966481,0.0007677819499262162,0.6134226695743948,0.6167151666176838,0.013235254089659532
BLITS_054,lits,0.0,0.0,0.985576345206138,0.0,0.0,1.0,0.00022583559168925022,0.00026515088742687636,0.2078962992281813
BLITS_055,lits,0.5508331498201571,0.5508331498201571,0.0,0.05679413356956543,0.05679413356956543,0.0,0.12280266447807914,0.12355731377105218,0.024788906964133606
BLITS_056,lits,0.30128132441319877,0.30128132441319877,0.0,0.004514672686230248,0.004514672686230248,0.0,6.477313210480292e-05,0.00011857473172466947,0.8813537996980373
BLITS_057,lits,0.0,0.0,0.0,0.007027964906581692,0.007766868578657352,0.9487825572725169,0.0018840393356105796,0.0018954573704887973,0.24611694837825493
BLITS_058,lits,0.7956851982626482,0.799434290055079,0.008490243835954647,0.7780640222767037,0.7840244953276501,0.013098843796132797,0.6432745068009074,0.6567864753795265,0.0345919213909035
BLITS_059,lits,0.34438747976254724,0.34438747976254724,0.0,0.5411234054549299,0.5411234054549299,0.0,0.4790718167131737,0.47965046055602817,0.003373819163292824
BLITS_060,lits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008098398587347067
BLITS_061,lits,0.0,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.08296943231441045
BLITS_062,lits,0.3644535347638882,0.3645143306160255,0.0009080698735871584,0.462034575263181,0.46788516808215197,0.04834856588012271,0.20171363430210465,0.20856340170254115,0.13681003523224344
BLITS_063,lits,0.0,0.0,0.0,0.18110749185667752,0.18110749185667752,0.0,0.02730410357591644,0.02979924912346024,0.08595008521467096
BLITS_064,lits,0.0,0.0,0.0,0.05245973968674167,0.05245973968674167,0.0,0.008690669468054628,0.008698145670043969,0.07692307692307687
BLITS_065,lits,0.8632866759269152,0.8736247398156408,0.02249073462963902,0.8749378006302869,0.8838313320301592,0.01974505017629513,0.802830451403833,0.8746655633705696,0.14908088235294115
BLITS_066,lits,0.061851311086593155,0.6598533972371018,0.9569369645896699,0.11956268383373106,0.6959555498126373,0.9090765107212475,0.16245347704867735,0.533631304500241,0.7788432813526917
BLITS_067,lits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8813377226209005
BLITS_068,lits,0.1186254511219206,0.7776444368249614,0.9199693390869862,0.1295373665480427,0.6931866271688532,0.9231459867121565,0.5821952453211937,0.5821952453211937,0.0
BLITS_069,lits,0.8523231344526365,0.8656047478839782,0.029099104918997698,0.8342457904367595,0.8457891561072322,0.02535366021150942,0.657257175796416,0.7851968376351128,0.2518045615122946
BLITS_070,lits,0.8088453208708537,0.8202994046586902,0.029173612764944012,0.7995266124762528,0.8048910487537232,0.015492651849706829,0.37525739423436916,0.4310036685166024,0.16456770275098254
BLITS_071,lits,0.15378356387306755,0.15378356387306755,0.0,0.3709038530788621,0.3709038530788621,0.0,0.08211450904548934,0.32924071082390954,0.8258267576912847
BLITS_072,lits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7703937210499228
BLITS_073,lits,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9726899624765478
BLITS_074,lits,0.8561020942959578,0.8637372272359458,0.01817237389915083,0.7277069825569595,0.7437223671713808,0.05045095546501965,0.6960466437090663,0.7701173653837741,0.18575380695682964
BLITS_075,lits,0.5174574753804835,0.5174574753804835,0.0,0.141027445460943,0.141027445460943,0.0,0.09495359009922116,0.15861700231687756,0.6196672706308681
BLITS_076,lits,0.0,0.0,0.0,0.0,0.0,0.9851111362479498,0.0,0.0,0.8111486231768718
BLITS_077,lits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48252109522989495
BLITS_078,lits,0.6811266267455088,0.7422281557365883,0.13570604237078554,0.7006140860731344,0.7006140860731344,0.0,0.1977861599746184,0.25250565939234104,0.24374412675503465
BLITS_079,lits,0.7164131711808973,0.7164131711808973,0.0,0.5572239561573812,0.5572239561573812,0.0,0.13174257598188627,0.35914723897250844,0.6779216419997887
BLITS_080,lits,0.31195462478184993,0.754750175932442,0.7445551864156515,0.720754716981132,0.7283126787416587,0.019163763066202044,0.25663581036158134,0.3260982583831557,0.25034561519504717
BLITS_081,lits,0.33194154488517746,0.33194154488517746,0.0,0.0,0.0,0.0,0.0,0.0,0.13287426676868141
BLITS_082,lits,0.019525801952580194,0.019525801952580194,0.0,0.13002364066193853,0.13002364066193853,0.0,0.0011153423304281322,0.02468265162200282,0.965395582620463
BLITS_083,lits,0.925055937255398,0.9288059887116279,0.0076466184177689245,0.9031288218507949,0.9062297864942462,0.006293729233739609,0.8218693667589768,0.8264405838214217,0.009906193689714904
BLITS_084,lits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04336734693877553
BLITS_085,lits,0.4888661377015613,0.5342657342657343,0.21092757306226173,0.3169642857142857,0.3169642857142857,0.0,0.11106201207836205,0.11751870324189526,0.08370736086175945
BLITS_086,lits,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5933345815390376
BLITS_087,lits,0.22827325920109426,0.7887274636793279,0.8109912983145905,0.15734834271419637,0.850082054252341,0.8928872095072146,0.025391050359343574,0.26128224282638307,0.9220677834523243
BLITS_088,lits,0.6416627598062197,0.749680482015702,0.28058429701765064,0.6031575555794222,0.6031575555794222,0.0,0.011432523699092721,0.011907284206957922,0.04256705396894345
BLITS_089,lits,0.7035561198194914,0.7420911670334915,0.0876493178587342,0.7589446168926646,0.7589446168926646,0.0,0.1297524949729885,0.32837921027174394,0.653990271662083
BLITS_090,lits,0.878083193530348,0.8781096346515359,6.260900675281178e-05,0.6170706244180469,0.6170706244180469,0.0,0.45329912188955523,0.4610845356090467,0.03092335995259521
BLITS_091,lits,0.812258333018047,0.8161738429604398,0.010430290616851301,0.7892300371795182,0.7907702128863084,0.004589291652810079,0.6383473645549018,0.6852939243647778,0.14095411674927583
BLITS_092,lits,0.8604919786096257,0.8604919786096257,0.0,0.7995250184260093,0.7995250184260093,0.0,0.6325174981053007,0.6341477949940405,0.0038505197088739562
BLITS_093,lits,0.02666666666666667,0.02666666666666667,0.0,0.0,0.0,0.0,0.023454157782515993,0.030013642564802184,0.2350318471337579
BLITS_094,lits,0.37996142765303936,0.57812556606166,0.6145046314082042,0.19845252310516906,0.5473131174690195,0.8571614208674828,0.0,0.0,0.9796594915492144
BLITS_095,lits,0.09478698495572839,0.7472947167409294,0.9416613455621988,0.7143800924906408,0.7143800924906408,0.0,0.008616544534841229,0.10664127588669364,0.9696084398458105
BLITS_096,lits,0.7820898281541657,0.7888996801471064,0.01715577463782536,0.788404317541341,0.8121660141229878,0.04972042202358795,0.6790762260048707,0.6928154128424469,0.033660932775441244
BLITS_097,lits,0.7676184365308523,0.7695936528358529,0.004690248192300128,0.7203236452677526,0.7231722958529286,0.0071719325450668725,0.052024354619007764,0.2890753237278862,0.8812677472265825
BLITS_098,lits,0.5039407977859335,0.5039407977859335,0.0,0.39406831165674,0.4113952160395914,0.16543327763189308,0.03930272472239263,0.21354205677477342,0.8912991100335808
BLITS_099,lits,0.5376560924532692,0.5376560924532692,0.0,0.521752641392169,0.521752641392169,0.0,0.3003553660270078,0.34354930493455815,0.35486459378134405
BLITS_100,lits,0.5408728864874935,0.6514202367372889,0.2508031206975677,0.5418884753694194,0.5533320505419793,0.03073225369860455,0.10664006535870324,0.22110386222895967,0.5517048842117217
BLITS_101,lits,0.9138581525151346,0.9141530253006286,0.0006561987344738673,0.913866218362254,0.9153411408261959,0.0033118917238575962,0.8833664749825334,0.8902176150088281,0.014641977075898982
BLITS_102,lits,0.7311657414750198,0.7311657414750198,0.0,0.30805525376377463,0.7386126823459362,0.6933357947203249,0.00636850484874801,0.015161957270847692,0.9224217311233885
BLITS_103,lits,0.7307605895784023,0.8145305242927653,0.16323205015507602,0.7853829700977172,0.8122885448415063,0.05483326004952438,0.6809647681994294,0.7479154558375868,0.14230860531653056
BLITS_104,lits,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8666550874755258
BLITS_105,lits,0.6858892882818116,0.6932171567744148,0.01730503298242314,0.7089292072157607,0.7183449092777167,0.02190108507724431,0.3332489813454652,0.3728701098577986,0.13088769182484994
BLITS_106,lits,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8565277501142341
BLITS_107,lits,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2071909209601286
BLITS_108,lits,0.6190399429456274,0.6415990360421023,0.09270218232631222,0.7703473368294284,0.7744762449791908,0.011584437162505234,0.5709415722361904,0.5833993063890861,0.03703660890774374
BLITS_109,lits,0.6242036197660782,0.7486551730692467,0.2563356875778978,0.4451467160125928,0.7560253872369952,0.5606048195534296,0.12768224065914432,0.24139403557748076,0.5091310557919897
BLITS_110,lits,0.01574611017701983,0.015768895948195548,0.03326312094084605,0.018112662020954826,0.020363642101691972,0.9238145508929357,0.3252028763147679,0.3362665666356857,0.07828659083036893
BLITS_111,lits,0.0,0.0,1.0,0.0,0.0,1.0,0.001331080735166129,0.003981623277182236,0.7693627596000236
BLITS_112,lits,0.27708056768260136,0.2799473180242185,0.025314635631639493,0.15730361405350987,0.2092929467513575,0.46959449088806804,0.24080933390141265,0.27756136155666306,0.17034271163731596
BLITS_113,lits,0.5313418871959369,0.5313418871959369,0.0,0.5368479315904734,0.5368479315904734,0.0,0.1849483886510628,0.3383444080667971,0.5433055627819621
BLITS_114,lits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13968133284850093
BLITS_115,lits,0.44600599065911445,0.4567034436643263,0.055165496489468446,0.4850446460258649,0.4976115577303973,0.05947843530591779,0.07343676482270196,0.32625987494004904,0.8446472181519471
BLITS_116,lits,0.7637525417424997,0.7666121786025311,0.006687764059007062,0.7494167009837068,0.7532479888195152,0.008401164122806115,0.490887099885252,0.5000822597504775,0.02533792939547952
BLITS_117,lits,0.7608912462670424,0.8135324411229775,0.11302006342274262,0.7967951031807863,0.8554147374941368,0.1189971140407664,0.7495315453694346,0.7919347225621481,0.09225360059391241
BLITS_118,lits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
